,city,lat,lng,country,LSOA
763,Harworth,53.417,-1.075,United Kingdom,E01028024
764,Rainworth,53.1197,-1.1235,United Kingdom,E01028254
765,Hucknall under Huthwaite,53.125,-1.301,United Kingdom,E01027987
766,Southwell,53.078,-0.955,United Kingdom,E01028347
767,Bramcote,52.934,-1.242,United Kingdom,E01028087
768,Ruddington,52.893,-1.15,United Kingdom,E01028407
769,Cotgrave,52.914,-1.042,United Kingdom,E01028370
770,Calverton,53.037,-1.083,United Kingdom,E01028153
771,Carlton,52.967,-1.088,United Kingdom,E01028210
772,Gedling,52.975,-1.081,United Kingdom,E01028191
773,Kimberley,52.997,-1.255,United Kingdom,E01028102
774,East Leake,52.832,-1.177,United Kingdom,E01028389
775,Edwinstowe,53.16,-1.07,United Kingdom,E01028295
776,Blidworth,53.098,-1.1165,United Kingdom,E01028298
777,Wilford,52.926,-1.16,United Kingdom,E01013901
778,Edwalton,52.912,-1.112,United Kingdom,E01028372
779,Bawtry,53.4278,-1.0167,United Kingdom,E01007610
780,Clipstone,53.17,-1.1073,United Kingdom,E01028313
781,Burton Joyce,52.988,-1.036,United Kingdom,E01028149
782,Bilsthorpe,53.1333,-1.0333,United Kingdom,E01028297
783,Lowdham,53.009,-1.001,United Kingdom,E01028330
784,North Collingham,53.1478,-0.7592,United Kingdom,E01028315
785,Farnsfield,53.1028,-1.0361,United Kingdom,E01028328
786,Tuxford,53.231,-0.898,United Kingdom,E01028038
787,Telford,52.6766,-2.4469,United Kingdom,E01014191
788,Wellington,52.7001,-2.5157,United Kingdom,E01014145
789,Madeley,52.637,-2.448,United Kingdom,E01014162
790,Newport,52.7691,-2.3787,United Kingdom,E01014178
791,Oakengates,52.695,-2.451,United Kingdom,E01014153
792,Muxton,52.72,-2.421,United Kingdom,E01014170
793,Horsehay,52.656,-2.49,United Kingdom,E01014146
794,Wrockwardine,52.703,-2.556,United Kingdom,E01014203
795,Ironbridge,52.6277,-2.485,United Kingdom,E01028840
796,Stoke-on-Trent,53.0,-2.1833,United Kingdom,E01014339
797,Longton,52.9877,-2.1327,United Kingdom,E01014302
798,Milton,53.05,-2.142,United Kingdom,E01014265
799,Fenton,52.9977,-2.1578,United Kingdom,E01014274
800,Burslem,53.0426,-2.1879,United Kingdom,E01014249
801,Bath,51.38,-2.36,United Kingdom,E01014370
802,Keynsham,51.4135,-2.4968,United Kingdom,E01014403
803,Midsomer Norton,51.2842,-2.4817,United Kingdom,E01014423
804,Whitchurch,51.4064,-2.5594,United Kingdom,E01014447
805,Peasedown Saint John,51.315,-2.424,United Kingdom,E01014445
806,Radstock,51.293,-2.448,United Kingdom,E01014451
807,Paulton,51.3069,-2.5027,United Kingdom,E01014440
808,Saltford,51.4015,-2.4592,United Kingdom,E01014453
809,Batheaston,51.4065,-2.3112,United Kingdom,E01014373
810,Timsbury,51.3268,-2.4757,United Kingdom,E01014459
811,Bristol,51.45,-2.5833,United Kingdom,E01033353
812,Brislington,51.4316,-2.5439,United Kingdom,E01014527
813,Avonmouth,51.501,-2.699,United Kingdom,E01014499
814,Weston-super-Mare,51.346,-2.977,United Kingdom,E01014801
815,Portishead,51.484,-2.7626,United Kingdom,E01032681
816,Clevedon,51.438,-2.854,United Kingdom,E01014750
817,Nailsea,51.43,-2.76,United Kingdom,E01014784
818,Felton,51.51,-2.574,United Kingdom,E01014906
819,Yatton,51.3855,-2.8256,United Kingdom,E01014859
820,Long Ashton,51.43,-2.65,United Kingdom,E01014850
821,Easton-in-Gordano,51.476,-2.7,United Kingdom,E01014767
822,Congresbury,51.3677,-2.8109,United Kingdom,E01014765
823,Banwell,51.327,-2.864,United Kingdom,E01014746
824,Locking,51.3309,-2.9108,United Kingdom,E01014769
825,Wrington,51.361,-2.763,United Kingdom,E01014853
826,Hutton,51.3219,-2.927,United Kingdom,E01014771
827,Kingswood,51.46,-2.505,United Kingdom,E01015007
828,Yate,51.5402,-2.411,United Kingdom,E01015017
829,Stoke Gifford,51.517,-2.548,United Kingdom,E01014979
830,Thornbury,51.6094,-2.5249,United Kingdom,E01014987
831,Frampton Cotterell,51.54,-2.48,United Kingdom,E01014913
832,Chipping Sodbury,51.538,-2.394,United Kingdom,E01014886
833,Almondsbury,51.5567,-2.5725,United Kingdom,E01014948
834,Siston,51.4746,-2.4501,United Kingdom,E01033338
835,Pilning,51.564,-2.6417,United Kingdom,E01014953
836,Bitton,51.4248,-2.46,United Kingdom,E01014865
837,Westerleigh,51.51,-2.43,United Kingdom,E01014896
838,Alveston,51.589,-2.533,United Kingdom,E01014863
839,Pucklechurch,51.487,-2.4353,United Kingdom,E01014867
840,Charfield,51.6261,-2.4058,United Kingdom,E01014885
841,Plymouth,50.3714,-4.1422,United Kingdom,E01015152
842,Plympton,50.386,-4.051,United Kingdom,E01015114
843,Plymstock,50.3569,-4.09,United Kingdom,E01015140
844,Saint Budeaux,50.4033,-4.1856,United Kingdom,E01015144
845,Egg Buckland,50.4006,-4.1136,United Kingdom,E01015067
846,Torquay,50.47,-3.53,United Kingdom,E01015217
847,Swindon,51.56,-1.78,United Kingdom,E01032714
848,Stratton Saint Margaret,51.586,-1.762,United Kingdom,E01015558
849,Blunsdon Saint Andrew,51.61,-1.79,United Kingdom,E01015472
850,Highworth,51.631,-1.712,United Kingdom,E01015519
851,Wroughton,51.525,-1.792,United Kingdom,E01015584
852,Chisledon,51.516,-1.731,United Kingdom,E01015588
853,Luton,51.8783,-0.4147,United Kingdom,E01015791
854,Leagrave,51.903,-0.466,United Kingdom,E01015751
855,Stopsley,51.899,-0.396,United Kingdom,E01015796
856,Sundon,51.92,-0.47,United Kingdom,E01015803
857,Leigh-on-Sea,51.5425,0.6535,United Kingdom,E01015848
858,Shoeburyness,51.5316,0.7978,United Kingdom,E01015876
859,Great Wakering,51.5516,0.8165,United Kingdom,E01021923
860,Grays,51.475,0.33,United Kingdom,E01015952
861,Stanford le Hope,51.514,0.4244,United Kingdom,E01015989
862,South Ockendon,51.5207,0.2956,United Kingdom,E01015975
863,Tilbury,51.4606,0.3582,United Kingdom,E01016006
864,Aveley,51.5018,0.2534,United Kingdom,E01015923
865,West Thurrock,51.4836,0.282,United Kingdom,E01016011
866,Orsett,51.51,0.37,United Kingdom,E01015977
867,Gillingham,51.385,0.55,United Kingdom,E01016041
868,Chatham,51.37,0.52,United Kingdom,E01016125
869,Rochester,51.375,0.5,United Kingdom,E01016115
870,Strood,51.393,0.478,United Kingdom,E01016151
871,Rainham,51.36,0.61,United Kingdom,E01016089
872,Cuxton,51.375,0.45,United Kingdom,E01016028
873,Bracknell,51.416,-0.749,United Kingdom,E01016249
874,Winkfield,51.4318,-0.7096,United Kingdom,E01016253
875,Warfield,51.442,-0.737,United Kingdom,E01016245
876,Binfield,51.432,-0.792,United Kingdom,E01016187
877,Crowthorne,51.37,-0.792,United Kingdom,E01016208
878,Newbury,51.401,-1.323,United Kingdom,E01016347
879,Thatcham,51.405,-1.264,United Kingdom,E01016331
880,Burghfield,51.411,-1.042,United Kingdom,E01016269
881,Hungerford,51.414,-1.515,United Kingdom,E01016296
882,Lambourn,51.509,-1.531,United Kingdom,E01016306
883,Cold Ash,51.424,-1.264,United Kingdom,E01016284
884,Stratfield Mortimer,51.373,-1.037,United Kingdom,E01016308
885,Pangbourne,51.4839,-1.0869,United Kingdom,E01016313
886,Chieveley,51.461,-1.319,United Kingdom,E01016277
887,Theale,51.437,-1.077,United Kingdom,E01016344
888,Speen,51.4098,-1.3417,United Kingdom,E01016325
889,Kintbury,51.399,-1.449,United Kingdom,E01016301
890,Reading,51.4542,-0.9731,United Kingdom,E01033420
891,Caversham,51.467,-0.973,United Kingdom,E01016362
892,Tilehurst,51.4579,-1.0406,United Kingdom,E01016431
893,Slough,51.51,-0.59,United Kingdom,E01016512
894,Colnbrook,51.4835,-0.5221,United Kingdom,E01016481
895,Maidenhead,51.5217,-0.7177,United Kingdom,E01032734
896,Windsor,51.4791,-0.6095,United Kingdom,E01016544
897,Ascot,51.4084,-0.6707,United Kingdom,E01016609
898,Sunninghill,51.405,-0.656,United Kingdom,E01016606
899,Datchet,51.4841,-0.5762,United Kingdom,E01016565
900,Sunningdale,51.398,-0.626,United Kingdom,E01016605
901,Old Windsor,51.46,-0.586,United Kingdom,E01016587
902,Bray,51.507,-0.7,United Kingdom,E01016539
903,Wraysbury,51.458,-0.552,United Kingdom,E01016575
904,White Waltham,51.49,-0.769,United Kingdom,E01016578
905,Wokingham,51.41,-0.84,United Kingdom,E01016626
906,Woodley,51.453,-0.902,United Kingdom,E01016616
907,Earley,51.433,-0.933,United Kingdom,E01016653
908,Shinfield,51.408,-0.947,United Kingdom,E01032758
909,Twyford,51.477,-0.867,United Kingdom,E01016692
910,Barkham,51.402,-0.876,United Kingdom,E01016612
911,Milton Keynes,52.04,-0.76,United Kingdom,E01033499
912,Bletchley,51.994,-0.732,United Kingdom,E01016714
913,Shenley Brook End,52.009,-0.789,United Kingdom,E01016753
914,Great Linford,52.068,-0.7637,United Kingdom,E01016809
915,Newport Pagnell,52.087,-0.722,United Kingdom,E01016794
916,Shenley Church End,52.022,-0.788,United Kingdom,E01016781
917,Wolverton,52.0626,-0.8102,United Kingdom,E01016837
918,Bradwell,52.05,-0.787,United Kingdom,E01016719
919,Stony Stratford,52.0567,-0.8526,United Kingdom,E01016818
920,Olney,52.1529,-0.7015,United Kingdom,E01016796
921,Broughton,52.05,-0.694,United Kingdom,E01033508
922,Brighton,50.8429,-0.1313,United Kingdom,E01016901
923,Hove,50.8352,-0.1758,United Kingdom,E01016872
924,Patcham,50.864,-0.15,United Kingdom,E01016923
925,Rottingdean,50.815,-0.065,United Kingdom,E01016962
926,Portsmouth,50.8058,-1.0872,United Kingdom,E01017038
927,Cosham,50.8424,-1.066,United Kingdom,E01017055
928,Hilsea,50.83,-1.07,United Kingdom,E01017092
929,Southampton,50.9,-1.4,United Kingdom,E01032751
930,Ryde,50.7271,-1.1618,United Kingdom,E01017340
931,Newport,50.701,-1.2883,United Kingdom,E01017326
932,Sandown,50.6551,-1.1541,United Kingdom,E01017348
933,Cowes,50.7595,-1.3002,United Kingdom,E01017303
934,Shanklin,50.631,-1.1734,United Kingdom,E01017356
935,East Cowes,50.757,-1.2865,United Kingdom,E01017309
936,Ventnor,50.5976,-1.2084,United Kingdom,E01017363
937,Freshwater,50.6826,-1.5249,United Kingdom,E01017315
938,Bembridge,50.6897,-1.0889,United Kingdom,E01017284
939,Haven Street,50.7092,-1.2089,United Kingdom,E01017286
940,Carisbrooke,50.6917,-1.3172,United Kingdom,E01017293
941,Wootton,50.7263,-1.2321,United Kingdom,E01017367
942,Totland,50.6849,-1.5366,United Kingdom,E01017362
943,Leighton Buzzard,51.9165,-0.6617,United Kingdom,E01017555
944,Dunstable,51.886,-0.521,United Kingdom,E01017570
945,Linslade,51.9243,-0.6774,United Kingdom,E01017590
946,Houghton Regis,51.9039,-0.5247,United Kingdom,E01017617
947,Biggleswade,52.0855,-0.2557,United Kingdom,E01017383
948,Ampthill,52.0263,-0.4906,United Kingdom,E01017372
949,Flitwick,52.0038,-0.4966,United Kingdom,E01017407
950,Sandy,52.131,-0.297,United Kingdom,E01017434
951,Arlesey,52.007,-0.2654,United Kingdom,E01017378
952,Barton-le-Clay,51.9669,-0.4241,United Kingdom,E01017559
953,Shefford,52.037,-0.332,United Kingdom,E01017438
954,Cranfield,52.0699,-0.6081,United Kingdom,E01017397
955,Potton,52.1271,-0.2152,United Kingdom,E01017429
956,Toddington,51.9496,-0.5323,United Kingdom,E01017620
957,Marston Moretaine,52.0627,-0.5478,United Kingdom,E01017418
958,Caddington,51.8631,-0.4568,United Kingdom,E01017563
959,Maulden,52.03,-0.47,United Kingdom,E01017420
960,Langford,52.0529,-0.2741,United Kingdom,E01017414
961,Clifton,52.0398,-0.3017,United Kingdom,E01017392
962,Bedford,52.135,-0.47,United Kingdom,E01017466
963,Leighton Buzzard,51.9165,-0.6617,United Kingdom,E01017555
964,Dunstable,51.886,-0.521,United Kingdom,E01017570
965,Linslade,51.9243,-0.6774,United Kingdom,E01017590
966,Kempston,52.114,-0.497,United Kingdom,E01017505
967,Houghton Regis,51.9039,-0.5247,United Kingdom,E01017617
968,Biggleswade,52.0855,-0.2557,United Kingdom,E01017383
969,Ampthill,52.0263,-0.4906,United Kingdom,E01017372
970,Flitwick,52.0038,-0.4966,United Kingdom,E01017407
971,Sandy,52.131,-0.297,United Kingdom,E01017434
972,Arlesey,52.007,-0.2654,United Kingdom,E01017378
973,Barton-le-Clay,51.9669,-0.4241,United Kingdom,E01017559
974,Bromham,52.1454,-0.5298,United Kingdom,E01017459
975,Shefford,52.037,-0.332,United Kingdom,E01017438
976,Cranfield,52.0699,-0.6081,United Kingdom,E01017397
977,Potton,52.1271,-0.2152,United Kingdom,E01017429
978,Toddington,51.9496,-0.5323,United Kingdom,E01017620
979,Marston Moretaine,52.0627,-0.5478,United Kingdom,E01017418
980,Wootton,52.0987,-0.5319,United Kingdom,E01017554
981,Caddington,51.8631,-0.4568,United Kingdom,E01017563
982,Clapham,52.1649,-0.502,United Kingdom,E01017480
983,Wilstead,52.0666,-0.4333,United Kingdom,E01017549
984,Maulden,52.03,-0.47,United Kingdom,E01017420
985,Langford,52.0529,-0.2741,United Kingdom,E01017414
986,Clifton,52.0398,-0.3017,United Kingdom,E01017392
987,Elstow,52.1069,-0.4648,United Kingdom,E01017550
988,Biddenham,52.1406,-0.5051,United Kingdom,E01017460
989,Wisbech,52.664,0.16,United Kingdom,E01033112
990,Saint Neots,52.228,-0.27,United Kingdom,E01018187
991,Huntingdon,52.3364,-0.1717,United Kingdom,E01018143
992,March,52.551,0.088,United Kingdom,E01018077
993,Ely,52.3981,0.2622,United Kingdom,E01018025
994,Saint Ives,52.3344,-0.0761,United Kingdom,E01018164
995,Whittlesey,52.558,-0.13,United Kingdom,E01018100
996,Soham,52.3338,0.3361,United Kingdom,E01018052
997,Chatteris,52.456,0.055,United Kingdom,E01018105
998,Yaxley,52.52,-0.26,United Kingdom,E01018214
999,Eaton Socon,52.22,-0.29,United Kingdom,E01018179
1000,Cherry Hinton,52.1849,0.176,United Kingdom,E01017959
1001,Littleport,52.4568,0.3046,United Kingdom,E01018042
1002,Ramsey,52.45,-0.12,United Kingdom,E01018160
1003,Trumpington,52.174,0.109,United Kingdom,E01018002
1004,Sawston,52.1247,0.1731,United Kingdom,E01018281
1005,Godmanchester,52.3176,-0.1725,United Kingdom,E01018134
1006,Sawtry,52.44,-0.28,United Kingdom,E01018195
1007,Burwell,52.275,0.327,United Kingdom,E01018014
1008,Cottenham,52.2865,0.1244,United Kingdom,E01018234
1009,Waterbeach,52.2664,0.1908,United Kingdom,E01018301
1010,Brampton,52.3194,-0.2335,United Kingdom,E01018116
1011,Milton,52.2435,0.1615,United Kingdom,E01018273
1012,Fulbourn,52.184,0.2272,United Kingdom,E01018244
1013,Girton,52.233,0.083,United Kingdom,E01018250
1014,Linton,52.0991,0.277,United Kingdom,E01018264
1015,Melbourn,52.082,0.0205,United Kingdom,E01018269
1016,Shelford,52.1503,0.1357,United Kingdom,E01018293
1017,Bar Hill,52.2539,0.0228,United Kingdom,E01018221
1018,Willingham,52.32,0.07,United Kingdom,E01018304
1019,Warboys,52.4,-0.07,United Kingdom,E01018210
1020,Elm,52.63,0.18,United Kingdom,E01018067
1021,Somersham,52.3823,0.0006,United Kingdom,E01018197
1022,Wisbech Saint Mary,52.63,0.1,United Kingdom,E01018092
1023,Haddenham,52.358,0.149,United Kingdom,E01018037
1024,Gamlingay,52.1579,-0.1946,United Kingdom,E01018246
1025,Little Paxton,52.25,-0.25,United Kingdom,E01018155
1026,Papworth Everard,52.2547,-0.1189,United Kingdom,E01018276
1027,Fen Stanton,52.3,-0.07,United Kingdom,E01018130
1028,Over,52.314,0.016,United Kingdom,E01018305
1029,Buckden,52.28,-0.25,United Kingdom,E01018119
1030,Fordham,52.32,0.38,United Kingdom,E01018034
1031,Hardwick,52.2133,0.0119,United Kingdom,E01018251
1032,Teversham,52.2,0.19,United Kingdom,E01018286
1033,Long Stanton,52.279,0.0478,United Kingdom,E01018266
1034,Hemingford Grey,52.318,-0.104,United Kingdom,E01018203
1035,Holywell,52.319,-0.034,United Kingdom,E01018121
1036,Chester,53.19,-2.89,United Kingdom,E01018326
1037,Ellesmere Port,53.279,-2.897,United Kingdom,E01018520
1038,Winsford,53.194,-2.52,United Kingdom,E01018731
1039,Northwich,53.259,-2.518,United Kingdom,E01018712
1040,Neston,53.289,-3.074,United Kingdom,E01018536
1041,Frodsham,53.295,-2.725,United Kingdom,E01018688
1042,Weaverham,53.262,-2.577,United Kingdom,E01018729
1043,Hartford,53.245,-2.549,United Kingdom,E01018693
1044,Cuddington,53.24,-2.6,United Kingdom,E01018676
1045,Helsby,53.273,-2.77,United Kingdom,E01018697
1046,Willaston,53.292,-3.005,United Kingdom,E01018571
1047,Parkgate,53.296,-3.085,United Kingdom,E01018537
1048,Elton,53.2766,-2.8168,United Kingdom,E01018338
1049,Saughall,53.2234,-2.9593,United Kingdom,E01018366
1050,Sealand,53.212,-2.97,United Kingdom,E01018366
1051,Davenham,53.2358,-2.5111,United Kingdom,E01018683
1052,Tarvin,53.1949,-2.7668,United Kingdom,E01018368
1053,Tarporley,53.1602,-2.6694,United Kingdom,E01018723
1054,Kelsall,53.207,-2.712,United Kingdom,E01018350
1055,Crewe,53.099,-2.44,United Kingdom,E01018464
1056,Macclesfield,53.2581,-2.1274,United Kingdom,E01018624
1057,Congleton,53.162,-2.217,United Kingdom,E01018398
1058,Wilmslow,53.325,-2.239,United Kingdom,E01018601
1059,Sandbach,53.146,-2.367,United Kingdom,E01018437
1060,Nantwich,53.067,-2.522,United Kingdom,E01018504
1061,Poynton,53.3492,-2.1222,United Kingdom,E01018655
1062,Middlewich,53.192,-2.443,United Kingdom,E01018420
1063,Knutsford,53.3025,-2.3708,United Kingdom,E01018610
1064,Lymm,53.3834,-2.475,United Kingdom,E01012516
1065,Alsager,53.0961,-2.3048,United Kingdom,E01018388
1066,Wistaston,53.0821,-2.4747,United Kingdom,E01018490
1067,Bollington,53.298,-2.093,United Kingdom,E01018576
1068,Handforth,53.35,-2.216,United Kingdom,E01018595
1069,Holmes Chapel,53.204,-2.353,United Kingdom,E01018415
1070,Alderley Edge,53.303,-2.236,United Kingdom,E01018574
1071,Prestbury,53.2928,-2.1452,United Kingdom,E01018666
1072,Willaston,53.082,-2.479,United Kingdom,E01018490
1073,Mobberley,53.3134,-2.3263,United Kingdom,E01018650
1074,Rainow,53.2802,-2.0727,United Kingdom,E01018669
1075,Falmouth,50.15,-5.07,United Kingdom,E01018804
1076,Camborne,50.213,-5.3,United Kingdom,E01018878
1077,Penzance,50.119,-5.537,United Kingdom,E01018999
1078,Newquay,50.412,-5.0757,United Kingdom,E01019020
1079,Saint Austell,50.3386,-4.7922,United Kingdom,E01019047
1080,Truro,50.26,-5.051,United Kingdom,E01018809
1081,Saltash,50.408,-4.212,United Kingdom,E01018793
1082,Bodmin,50.466,-4.718,United Kingdom,E01018933
1083,Redruth,50.233,-5.224,United Kingdom,E01018913
1084,Saint Ives,50.211,-5.48,United Kingdom,E01019012
1085,Helston,50.1,-5.27,United Kingdom,E01018885
1086,Bude,50.824,-4.542,United Kingdom,E01018938
1087,Launceston,50.635,-4.354,United Kingdom,E01018950
1088,Hayle,50.183,-5.416,United Kingdom,E01018984
1089,Torpoint,50.376,-4.205,United Kingdom,E01018798
1090,Wadebridge,50.517,-4.835,United Kingdom,E01018972
1091,Saint Agnes,50.312,-5.204,United Kingdom,E01018851
1092,Penryn,50.169,-5.107,United Kingdom,E01018836
1093,Saint Blazey,50.361,-4.716,United Kingdom,E01019057
1094,Callington,50.503,-4.316,United Kingdom,E01018751
1095,Perranzabuloe,50.326,-5.133,United Kingdom,E01018843
1096,Illogan,50.25,-5.268,United Kingdom,E01018893
1097,Looe,50.354,-4.454,United Kingdom,E01018776
1098,Saint Columb Major,50.432,-4.94,United Kingdom,E01019062
1099,Newlyn,50.101,-5.553,United Kingdom,E01019004
1100,Bugle,50.396,-4.793,United Kingdom,E01019076
1101,Altarnun,50.603,-4.511,United Kingdom,E01018925
1102,Feock,50.206,-5.05,United Kingdom,E01018816
1103,Dobwalls,50.4577,-4.5158,United Kingdom,E01018758
1104,Perranporth,50.3437,-5.1546,United Kingdom,E01018842
1105,Porthleven,50.084,-5.315,United Kingdom,E01018906
1106,Gwithian,50.2214,-5.3865,United Kingdom,E01018980
1107,Breage,50.108,-5.332,United Kingdom,E01018861
1108,Padstow,50.538,-4.938,United Kingdom,E01018956
1109,Camelford,50.617,-4.683,United Kingdom,E01033292
1110,Lostwithiel,50.4074,-4.6696,United Kingdom,E01019035
1111,Saint Dennis,50.383,-4.883,United Kingdom,E01019055
1112,Wendron,50.134,-5.248,United Kingdom,E01018883
1113,Crowan,50.163,-5.294,United Kingdom,E01018863
1114,Delabole,50.622,-4.733,United Kingdom,E01018941
1115,Weymouth,50.613,-2.457,United Kingdom,E01020554
1116,Christchurch,50.73,-1.78,United Kingdom,E01020367
1117,Fern Down,50.81,-1.9,United Kingdom,E01020375
1118,Dorchester,50.7154,-2.4367,United Kingdom,E01032644
1119,Wimborne Minster,50.804,-1.978,United Kingdom,E01020426
1120,Verwood,50.8815,-1.8785,United Kingdom,E01020414
1121,Bridport,50.7336,-2.7584,United Kingdom,E01020503
1122,Gillingham,51.0375,-2.2748,United Kingdom,E01020443
1123,Blandford Forum,50.856,-2.1648,United Kingdom,E01020438
1124,Corfe Mullen,50.7701,-2.0175,United Kingdom,E01020382
1125,Swanage,50.608,-1.96,United Kingdom,E01020482
1126,Sherborne,50.9469,-2.5171,United Kingdom,E01020546
1127,Shaftesbury,51.0059,-2.1969,United Kingdom,E01020454
1128,Chickerell,50.624,-2.5047,United Kingdom,E01020513
1129,Wareham,50.686,-2.1099,United Kingdom,E01020488
1130,Wyke Regis,50.592,-2.475,United Kingdom,E01020586
1131,Wool,50.6789,-2.2189,United Kingdom,E01020492
1132,Sturminster Newton,50.9261,-2.3051,United Kingdom,E01020458
1133,Highcliffe,50.7414,-1.6959,United Kingdom,E01020349
1134,Lyme Regis,50.725,-2.94,United Kingdom,E01020532
1135,West Parley,50.786,-1.886,United Kingdom,E01020402
1136,Lytchett Matravers,50.7582,-2.0791,United Kingdom,E01020470
1137,Alderholt,50.9133,-1.8317,United Kingdom,E01020374
1138,Beaminster,50.809,-2.7391,United Kingdom,E01020496
1139,Charminster,50.7327,-2.4546,United Kingdom,E01032643
1140,Stalbridge,50.9594,-2.3784,United Kingdom,E01020434
1141,Rotherham,53.43,-1.357,United Kingdom,E01007714
1142,Rawmarsh,53.4636,-1.3439,United Kingdom,E01007782
1143,Maltby,53.426,-1.21,United Kingdom,E01007762
