,city,lat,lng,country,LSOA,postcode
917,Wolverton,52.0626,-0.8102,United Kingdom,E01016837,MK125LJ
918,Bradwell,52.05,-0.787,United Kingdom,E01016719,MK139AE
919,Stony Stratford,52.0567,-0.8526,United Kingdom,E01016818,MK111AA
920,Olney,52.1529,-0.7015,United Kingdom,E01016796,MK464BA
921,Broughton,52.05,-0.6940000000000001,United Kingdom,E01033508,MK109LT
922,Brighton,50.8429,-0.1313,United Kingdom,E01016901,BN17HA
923,Hove,50.8352,-0.1758,United Kingdom,E01016872,BN33LW
924,Patcham,50.864,-0.15,United Kingdom,E01016923,BN18WS
925,Rottingdean,50.815,-0.065,United Kingdom,E01016962,BN27FP
926,Portsmouth,50.8058,-1.0872,United Kingdom,E01017038,Portsmouthcentral postcode placeholder
927,Cosham,50.8424,-1.0659999999999998,United Kingdom,E01017055,PO62AB
928,Hilsea,50.83,-1.07,United Kingdom,E01017092,PO29RJ
929,Southampton,50.9,-1.4,United Kingdom,E01032751,SO143DF
930,Ryde,50.7271,-1.1618,United Kingdom,E01017340,PO332JA
931,Newport,50.701,-1.2883,United Kingdom,E01017326,PO302HH
932,Sandown,50.6551,-1.1541,United Kingdom,E01017348,PO368EX
933,Cowes,50.7595,-1.3002,United Kingdom,E01017303,PO317SW
934,Shanklin,50.631,-1.1734,United Kingdom,E01017356,PO376AY
935,East Cowes,50.757,-1.2865,United Kingdom,E01017309,PO326RT
936,Ventnor,50.5976,-1.2084,United Kingdom,E01017363,PO381DX
937,Freshwater,50.6826,-1.5249,United Kingdom,E01017315,PO409DS
938,Bembridge,50.6897,-1.0889,United Kingdom,E01017284,PO355UA
939,Haven Street,50.7092,-1.2089,United Kingdom,E01017286,PO334DP
940,Carisbrooke,50.6917,-1.3172,United Kingdom,E01017293,PO305JX
941,Wootton,50.7263,-1.2321,United Kingdom,E01017367,PO334QE
942,Totland,50.6849,-1.5366,United Kingdom,E01017362,PO390BY
943,Leighton Buzzard,51.9165,-0.6617,United Kingdom,E01017555,LU71EY
944,Dunstable,51.886,-0.521,United Kingdom,E01017570,LU61TA
945,Linslade,51.9243,-0.6774,United Kingdom,E01017590,LU72SD
946,Houghton Regis,51.9039,-0.5247,United Kingdom,E01017617,LU55DP
947,Biggleswade,52.0855,-0.2557,United Kingdom,E01017383,SG188FS
948,Ampthill,52.0263,-0.4906,United Kingdom,E01017372,MK452TD
949,Flitwick,52.0038,-0.4966,United Kingdom,E01017407,MK451JZ
950,Sandy,52.131,-0.297,United Kingdom,E01017434,SG191HD
951,Arlesey,52.007,-0.2654,United Kingdom,E01017378,SG156RA
952,Barton-le-Clay,51.9669,-0.4241,United Kingdom,E01017559,MK454NY
953,Shefford,52.037,-0.332,United Kingdom,E01017438,SG175GY
954,Cranfield,52.0699,-0.6081,United Kingdom,E01017397,MK430HU
955,Potton,52.1271,-0.2152,United Kingdom,E01017429,SG192JP
956,Toddington,51.9496,-0.5323,United Kingdom,E01017620,LU56QJ
957,Marston Moretaine,52.0627,-0.5478,United Kingdom,E01017418,MK430PH
958,Caddington,51.8631,-0.4568,United Kingdom,E01017563,LU14HY
959,Maulden,52.03,-0.47,United Kingdom,E01017420,MK452DJ
960,Langford,52.0529,-0.2741,United Kingdom,E01017414,SG189NU
961,Clifton,52.0398,-0.3017,United Kingdom,E01017392,SG175EL
962,Bedford,52.135,-0.47,United Kingdom,E01017466,MK401AS
963,Leighton Buzzard,51.9165,-0.6617,United Kingdom,E01017555,LU71EY
964,Dunstable,51.886,-0.521,United Kingdom,E01017570,LU61TA
965,Linslade,51.9243,-0.6774,United Kingdom,E01017590,LU72SD
966,Kempston,52.114,-0.4970000000000001,United Kingdom,E01017505,MK427QA
967,Houghton Regis,51.9039,-0.5247,United Kingdom,E01017617,LU55DP
968,Biggleswade,52.0855,-0.2557,United Kingdom,E01017383,SG188FS
969,Ampthill,52.0263,-0.4906,United Kingdom,E01017372,MK452TD
970,Flitwick,52.0038,-0.4966,United Kingdom,E01017407,MK451JZ
971,Sandy,52.131,-0.297,United Kingdom,E01017434,SG191HD
972,Arlesey,52.007,-0.2654,United Kingdom,E01017378,SG156RA
973,Barton-le-Clay,51.9669,-0.4241,United Kingdom,E01017559,MK454NY
974,Bromham,52.1454,-0.5298,United Kingdom,E01017459,MK438NE
975,Shefford,52.037,-0.332,United Kingdom,E01017438,SG175GY
976,Cranfield,52.0699,-0.6081,United Kingdom,E01017397,MK430HU
977,Potton,52.1271,-0.2152,United Kingdom,E01017429,SG192JP
978,Toddington,51.9496,-0.5323,United Kingdom,E01017620,LU56QJ
979,Marston Moretaine,52.0627,-0.5478,United Kingdom,E01017418,MK430PH
980,Wootton,52.0987,-0.5319,United Kingdom,E01017554,MK439DE
981,Caddington,51.8631,-0.4568,United Kingdom,E01017563,LU14HY
982,Clapham,52.1649,-0.502,United Kingdom,E01017480,MK416BT
983,Wilstead,52.0666,-0.4333,United Kingdom,E01017549,MK453QP
984,Maulden,52.03,-0.47,United Kingdom,E01017420,MK452DJ
985,Langford,52.0529,-0.2741,United Kingdom,E01017414,SG189NU
986,Clifton,52.0398,-0.3017,United Kingdom,E01017392,SG175EL
987,Elstow,52.1069,-0.4648,United Kingdom,E01017550,MK429YR
988,Biddenham,52.1406,-0.5051,United Kingdom,E01017460,MK404RN
989,Wisbech,52.664,0.16,United Kingdom,E01033112,PE131EN
990,Saint Neots,52.228,-0.27,United Kingdom,E01018187,PE192HL
991,Huntingdon,52.3364,-0.1717,United Kingdom,E01018143,PE291UW
992,March,52.551,0.088,United Kingdom,E01018077,PE158TG
993,Ely,52.3981,0.2622,United Kingdom,E01018025,CB74DH
994,Saint Ives,52.3344,-0.0761,United Kingdom,E01018164,PE273TE
995,Whittlesey,52.558,-0.13,United Kingdom,E01018100,PE71AZ
996,Soham,52.3338,0.3361,United Kingdom,E01018052,CB75ED
997,Chatteris,52.456,0.055,United Kingdom,E01018105,PE166BS
998,Yaxley,52.52,-0.26,United Kingdom,E01018214,PE73ZT
999,Eaton Socon,52.22,-0.29,United Kingdom,E01018179,PE198DE
1000,Cherry Hinton,52.1849,0.176,United Kingdom,E01017959,CB19HX
1001,Littleport,52.4568,0.3046,United Kingdom,E01018042,CB61HE
1002,Ramsey,52.45,-0.12,United Kingdom,E01018160,PE261LB
1003,Trumpington,52.174,0.109,United Kingdom,E01018002,CB29LH
1004,Sawston,52.1247,0.1731,United Kingdom,E01018281,CB223LA
1005,Godmanchester,52.3176,-0.1725,United Kingdom,E01018134,PE292NY
1006,Sawtry,52.44,-0.28,United Kingdom,E01018195,PE285RH
1007,Burwell,52.275,0.327,United Kingdom,E01018014,CB250EN
1008,Cottenham,52.2865,0.1244,United Kingdom,E01018234,CB248YY
1009,Waterbeach,52.2664,0.1908,United Kingdom,E01018301,CB259HN
1010,Brampton,52.3194,-0.2335,United Kingdom,E01018116,PE284RN
1011,Milton,52.2435,0.1615,United Kingdom,E01018273,CB246AJ
1012,Fulbourn,52.184,0.2272,United Kingdom,E01018244,CB215ER
1013,Girton,52.233,0.083,United Kingdom,E01018250,CB30LS
1014,Linton,52.0991,0.2769999999999999,United Kingdom,E01018264,CB214HY
1015,Melbourn,52.082,0.0205,United Kingdom,E01018269,SG86HJ
1016,Shelford,52.1503,0.1357,United Kingdom,E01018293,CB225EH
1017,Bar Hill,52.2539,0.0228,United Kingdom,E01018221,CB238DT
1018,Willingham,52.32,0.07,United Kingdom,E01018304,CB245AF
1019,Warboys,52.4,-0.07,United Kingdom,E01018210,PE282SL
1020,Elm,52.63,0.18,United Kingdom,E01018067,PE140NA
1021,Somersham,52.3823,0.0006,United Kingdom,E01018197,PE283YY
1022,Wisbech Saint Mary,52.63,0.1,United Kingdom,E01018092,PE134DL
1023,Haddenham,52.358,0.149,United Kingdom,E01018037,CB63TP
1024,Gamlingay,52.1579,-0.1946,United Kingdom,E01018246,SG193NL
1025,Little Paxton,52.25,-0.25,United Kingdom,E01018155,PE196ET
1026,Papworth Everard,52.2547,-0.1189,United Kingdom,E01018276,CB233RL
1027,Fen Stanton,52.3,-0.07,United Kingdom,E01018130,PE289PZ
1028,Over,52.31399999999999,0.016,United Kingdom,E01018305,CB245NQ
1029,Buckden,52.28,-0.25,United Kingdom,E01018119,PE195XU
1030,Fordham,52.32,0.38,United Kingdom,E01018034,CB75LU
1031,Hardwick,52.2133,0.0119,United Kingdom,E01018251,CB237QQ
1032,Teversham,52.2,0.19,United Kingdom,E01018286,CB19AD
1033,Long Stanton,52.279,0.0478,United Kingdom,E01018266,CB243BL
1034,Hemingford Grey,52.31800000000001,-0.104,United Kingdom,E01018203,PE289BY
1035,Holywell,52.319,-0.034,United Kingdom,E01018121,PE274TQ
1036,Chester,53.19,-2.89,United Kingdom,E01018326,CH11LE
1037,Ellesmere Port,53.279,-2.897,United Kingdom,E01018520,CH650AR
1038,Winsford,53.194,-2.52,United Kingdom,E01018731,CW72UL
1039,Northwich,53.25899999999999,-2.518,United Kingdom,E01018712,CW81AB
1040,Neston,53.289,-3.074,United Kingdom,E01018536,CH646QP
1041,Frodsham,53.295,-2.725,United Kingdom,E01018688,WA66QL
1042,Weaverham,53.262,-2.577,United Kingdom,E01018729,CW83EU
1043,Hartford,53.245,-2.549,United Kingdom,E01018693,CW81QN
1044,Cuddington,53.24,-2.6,United Kingdom,E01018676,CW82LE
1045,Helsby,53.273,-2.77,United Kingdom,E01018697,WA60AU
1046,Willaston,53.292,-3.005,United Kingdom,E01018571,CH642XD
1047,Parkgate,53.29600000000001,-3.085,United Kingdom,E01018537,CH646RW
1048,Elton,53.2766,-2.8168,United Kingdom,E01018338,CH24ND
1049,Saughall,53.2234,-2.9593,United Kingdom,E01018366,CH16EN
1050,Sealand,53.212,-2.97,United Kingdom,E01018366,CH16BS
1051,Davenham,53.2358,-2.5111,United Kingdom,E01018683,CW98NA
1052,Tarvin,53.1949,-2.7668,United Kingdom,E01018368,CH38LA
1053,Tarporley,53.1602,-2.6694,United Kingdom,E01018723,CW60UW
1054,Kelsall,53.207,-2.712,United Kingdom,E01018350,CW60QG
1055,Crewe,53.099,-2.44,United Kingdom,E01018464,CW12BS
1056,Macclesfield,53.2581,-2.1274,United Kingdom,E01018624,SK116BU
1057,Congleton,53.162,-2.217,United Kingdom,E01018398,CW124BG
1058,Wilmslow,53.325,-2.239,United Kingdom,E01018601,SK95HZ
1059,Sandbach,53.146,-2.367,United Kingdom,E01018437,CW111JN
1060,Nantwich,53.067,-2.522,United Kingdom,E01018504,CW55RG
1061,Poynton,53.3492,-2.1222,United Kingdom,E01018655,SK121QX
1062,Middlewich,53.192,-2.443,United Kingdom,E01018420,CW109NQ
1063,Knutsford,53.3025,-2.3708,United Kingdom,E01018610,WA168BW
1064,Lymm,53.3834,-2.475,United Kingdom,E01012516,WA139PQ
1065,Alsager,53.0961,-2.3048,United Kingdom,E01018388,ST72AP
1066,Wistaston,53.0821,-2.4747,United Kingdom,E01018490,CW28ER
1067,Bollington,53.298,-2.093,United Kingdom,E01018576,SK105PY
1068,Handforth,53.35,-2.216,United Kingdom,E01018595,SK93HQ
1069,Holmes Chapel,53.20399999999999,-2.353,United Kingdom,E01018415,CW47NL
1070,Alderley Edge,53.303,-2.236,United Kingdom,E01018574,SK97JU
1071,Prestbury,53.2928,-2.1452,United Kingdom,E01018666,SK104HT
1072,Willaston,53.082,-2.479,United Kingdom,E01018490,CW28EZ
1073,Mobberley,53.3134,-2.3263,United Kingdom,E01018650,WA167HL
1074,Rainow,53.2802,-2.0727,United Kingdom,E01018669,SK105XR
1075,Falmouth,50.15,-5.07,United Kingdom,E01018804,TR114RH
1076,Camborne,50.213,-5.3,United Kingdom,E01018878,TR148EP
1077,Penzance,50.119,-5.537000000000001,United Kingdom,E01018999,TR182JF
1078,Newquay,50.412,-5.0757,United Kingdom,E01019020,TR7
1079,Saint Austell,50.3386,-4.7922,United Kingdom,E01019047,PL254AT
1080,Truro,50.26,-5.051,United Kingdom,E01018809,TR12DY
1081,Saltash,50.408,-4.212,United Kingdom,E01018793,PL124DP
1082,Bodmin,50.466,-4.718,United Kingdom,E01018933,PL311AZ
1083,Redruth,50.233,-5.224,United Kingdom,E01018913,TR152EE
1084,Saint Ives,50.21100000000001,-5.48,United Kingdom,E01019012,TR262DX
1085,Helston,50.1,-5.27,United Kingdom,E01018885,TR138AT
1086,Bude,50.824,-4.542,United Kingdom,E01018938,EX238
1087,Launceston,50.635,-4.354,United Kingdom,E01018950,PL159ES
1088,Hayle,50.183,-5.416,United Kingdom,E01018984,TR27
1089,Torpoint,50.37600000000001,-4.205,United Kingdom,E01018798,PL11
1090,Wadebridge,50.517,-4.835,United Kingdom,E01018972,PL277AH
1091,Saint Agnes,50.312,-5.204,United Kingdom,E01018851,TR50QW
1092,Penryn,50.169,-5.107,United Kingdom,E01018836,TR108EN
1093,Saint Blazey,50.361,-4.716,United Kingdom,E01019057,PL242NF
1094,Callington,50.503,-4.316,United Kingdom,E01018751,PL177AE
1095,Perranzabuloe,50.326,-5.132999999999999,United Kingdom,E01018843,TR49LQ
1096,Illogan,50.25,-5.268,United Kingdom,E01018893,TR164SR
1097,Looe,50.354,-4.454,United Kingdom,E01018776,PL131AE
1098,Saint Columb Major,50.432,-4.94,United Kingdom,E01019062,TR9
1099,Newlyn,50.101000000000006,-5.553,United Kingdom,E01019004,TR185
1100,Bugle,50.396,-4.793,United Kingdom,E01019076,PL268PH
1101,Altarnun,50.603,-4.511,United Kingdom,E01018925,PL157RU
1102,Feock,50.206,-5.05,United Kingdom,E01018816,TR36SA
1103,Dobwalls,50.4577,-4.5158,United Kingdom,E01018758,PL146JE
1104,Perranporth,50.3437,-5.1546,United Kingdom,E01018842,TR60EP
1105,Porthleven,50.084,-5.315,United Kingdom,E01018906,TR139DZ
1106,Gwithian,50.2214,-5.3865,United Kingdom,E01018980,TR275BX
1107,Breage,50.108,-5.332000000000002,United Kingdom,E01018861,TR139PU
1108,Padstow,50.538,-4.938,United Kingdom,E01018956,PL288
1109,Camelford,50.617,-4.683,United Kingdom,E01033292,PL329
1110,Lostwithiel,50.4074,-4.6696,United Kingdom,E01019035,PL220BN
1111,Saint Dennis,50.383,-4.883,United Kingdom,E01019055,PL268AF
1112,Wendron,50.13399999999999,-5.247999999999998,United Kingdom,E01018883,TR130EA
1113,Crowan,50.163,-5.294,United Kingdom,E01018863,TR149ND
1114,Delabole,50.622,-4.7330000000000005,United Kingdom,E01018941,PL339DS
1115,Weymouth,50.613,-2.457,United Kingdom,E01020554,DT47DW
1116,Christchurch,50.73,-1.78,United Kingdom,E01020367,BH231HU
1117,Fern Down,50.81,-1.9,United Kingdom,E01020375,BH229QG
1118,Dorchester,50.7154,-2.4367,United Kingdom,E01032644,DT11UT
1119,Wimborne Minster,50.804,-1.978,United Kingdom,E01020426,BH211HW
1120,Verwood,50.8815,-1.8785,United Kingdom,E01020414,BH317AA
1121,Bridport,50.7336,-2.7584,United Kingdom,E01020503,DT63QJ
1122,Gillingham,51.0375,-2.2748,United Kingdom,E01020443,SP84QT
1123,Blandford Forum,50.856,-2.1648,United Kingdom,E01020438,DT117AH
1124,Corfe Mullen,50.7701,-2.0175,United Kingdom,E01020382,BH21
1125,Swanage,50.608,-1.96,United Kingdom,E01020482,BH192NB
1126,Sherborne,50.9469,-2.5171,United Kingdom,E01020546,DT93AP
1127,Shaftesbury,51.0059,-2.1969,United Kingdom,E01020454,SP78JG
1128,Chickerell,50.624,-2.5047,United Kingdom,E01020513,DT34DR
1129,Wareham,50.68600000000001,-2.1099,United Kingdom,E01020488,BH204AB
1130,Wyke Regis,50.592,-2.475,United Kingdom,E01020586,DT49AS
1131,Wool,50.6789,-2.2189,United Kingdom,E01020492,BH206BP
1132,Sturminster Newton,50.9261,-2.3051,United Kingdom,E01020458,DT101AS
1133,Highcliffe,50.7414,-1.6959,United Kingdom,E01020349,BH235PP
1134,Lyme Regis,50.725,-2.94,United Kingdom,E01020532,DT73JA
1135,West Parley,50.786,-1.886,United Kingdom,E01020402,BH228PR
1136,Lytchett Matravers,50.7582,-2.0791,United Kingdom,E01020470,BH166BH
1137,Alderholt,50.9133,-1.8317,United Kingdom,E01020374,SP63AZ
1138,Beaminster,50.809,-2.7391,United Kingdom,E01020496,DT83AW
1139,Charminster,50.7327,-2.4546,United Kingdom,E01032643,DT29QL
1140,Stalbridge,50.9594,-2.3784,United Kingdom,E01020434,DT102QU
1141,Rotherham,53.43,-1.357,United Kingdom,E01007714,S601FF
1142,Rawmarsh,53.4636,-1.3439,United Kingdom,E01007782,S627BQ
1143,Maltby,53.426,-1.21,United Kingdom,E01007762,S668AR
1144,Swinton,53.4877,-1.3149,United Kingdom,E01007796,S648NB
1145,Swallownest,53.3623,-1.3251,United Kingdom,E01007671,S264NF
1146,Wath upon Dearne,53.5022,-1.3402,United Kingdom,E01007821,S637PU
1147,Dinnington,53.3667,-1.2,United Kingdom,E01007791,S252PG
1148,Bramley,53.4253,-1.2648,United Kingdom,E01007684,S662YG
1149,Wickersley,53.4199,-1.2792,United Kingdom,E01007686,S661FA
1150,Whiston,53.4,-1.32,United Kingdom,E01007812,S604NS
1151,Thrybergh,53.45,-1.3,United Kingdom,E01007719,S654ET
1152,Treeton,53.3845,-1.3513,United Kingdom,E01007701,S605PZ
1153,West Melton,53.5035,-1.3618,United Kingdom,E01007697,S636QS
1154,Kilnhurst,53.4703,-1.3057,United Kingdom,E01007772,S645SL
1155,Elsecar,53.496,-1.412,United Kingdom,E01007394,S748AY
1156,Cheltenham,51.9,-2.0667,United Kingdom,E01022102,GL526AP
1157,Kingswood,51.46,-2.505,United Kingdom,E01015007,BS15
1158,Stroud,51.744,-2.215,United Kingdom,E01022411,GL52AL
1159,Yate,51.5402,-2.411,United Kingdom,E01015017,BS374AS
1160,Tewkesbury,51.99,-2.16,United Kingdom,E01022458,GL205SA
1161,Cirencester,51.719,-1.968,United Kingdom,E01022194,GL7
1162,Quedgeley,51.825,-2.28,United Kingdom,E01022335,GL24TQ
1163,Stoke Gifford,51.517,-2.548,United Kingdom,E01014979,BS348LW
1164,Thornbury,51.6094,-2.5249,United Kingdom,E01014987,BS352AG
1165,Churchdown,51.88,-2.17,United Kingdom,E01022427,GL3
1166,Bishops Cleeve,51.947,-2.061,United Kingdom,E01022436,GL528LR
1167,Charlton Kings,51.8877,-2.0413,United Kingdom,E01022112,GL526LY
1168,Hucclecote,51.85,-2.18,United Kingdom,E01022304,GL33UD
1169,Lydney,51.7286,-2.5285,United Kingdom,E01022256,GL155
1170,Cinderford,51.8225,-2.4989,United Kingdom,E01022236,GL14
1171,Coleford,51.791,-2.6162,United Kingdom,E01022245,GL168RQ
1172,Cam,51.7,-2.3667,United Kingdom,E01022359,GL11
1173,Stonehouse,51.7478,-2.2838,United Kingdom,E01022402,GL102NA
1174,Brockworth,51.85,-2.15,United Kingdom,E01022424,GL34QF
1175,Dursley,51.6811,-2.3543,United Kingdom,E01022372,GL114BN
1176,Frampton Cotterell,51.54,-2.48,United Kingdom,E01014913,BS36
1177,Chalford,51.7238,-2.1491,United Kingdom,E01022367,GL6
1178,Nailsworth,51.6954,-2.2234,United Kingdom,E01022386,GL60
1179,Wotton-under-Edge,51.63800000000001,-2.349,United Kingdom,E01022417,GL127JL
1180,Tidenham,51.6605,-2.6435,United Kingdom,E01022274,NP167JQ
1181,Tetbury,51.636,-2.158,United Kingdom,E01022220,GL88
1182,Newent,51.9302,-2.4048,United Kingdom,E01022262,GL181
1183,Chipping Sodbury,51.538,-2.394,United Kingdom,E01014886,BS376AH
1184,Almondsbury,51.5567,-2.5725,United Kingdom,E01014948,BS324
1185,Siston,51.4746,-2.4501,United Kingdom,E01033338,BS169LR
1186,Winchcomb,51.955,-1.965,United Kingdom,E01022464,GL545HX
1187,Hardwicke,51.8139,-2.2847,United Kingdom,E01022338,GL24
1188,Pilning,51.56399999999999,-2.6417,United Kingdom,E01014953,BS354
1189,Bitton,51.4248,-2.46,United Kingdom,E01014865,BS306LA
1190,Moreton in Marsh,51.988,-1.7009999999999998,United Kingdom,E01022211,GL560LT
1191,South Cerney,51.67100000000001,-1.932,United Kingdom,E01022223,GL75
1192,Westerleigh,51.51,-2.43,United Kingdom,E01014896,BS378RB
1193,Bourton on the Water,51.886,-1.759,United Kingdom,E01022180,GL542AP
1194,Fairford,51.708,-1.785,United Kingdom,E01022203,GL74
1195,Bream,51.7498,-2.574,United Kingdom,E01022231,GL156
1196,Drybrook,51.8542,-2.5496,United Kingdom,E01022251,GL179
1197,Painswick,51.786,-2.194,United Kingdom,E01022390,GL66QA
1198,Alveston,51.589,-2.533,United Kingdom,E01014863,BS353PD
1199,Pucklechurch,51.487,-2.4353,United Kingdom,E01014867,BS169RB
1200,Minchinhampton,51.7058,-2.186,United Kingdom,E01022383,GL69BP
1201,Lechlade,51.699,-1.692,United Kingdom,E01022210,GL73
1202,Mitcheldean,51.8646,-2.4904,United Kingdom,E01022259,GL170
1203,Charfield,51.6261,-2.4058,United Kingdom,E01014885,GL128
1204,Hartlepool,54.69,-1.21,United Kingdom,E01011974,TS240XR
1205,Seaton Carew,54.6628,-1.1888,United Kingdom,E01011996,TS251AR
1206,Lincoln,53.2344,-0.5386,United Kingdom,E01026148,LN21PZ
1207,Grimsby,53.5595,-0.068,United Kingdom,E01013161,DN329PB
1208,Scunthorpe,53.5809,-0.6502,United Kingdom,E01013314,DN161LR
1209,Grantham,52.918,-0.638,United Kingdom,E01026353,NG319BA
1210,Cleethorpes,53.5533,-0.0215,United Kingdom,E01013152,DN350BB
1211,Boston,52.974,-0.0214,United Kingdom,E01026025,PE216JY
1212,Spalding,52.7858,-0.1529,United Kingdom,E01026266,PE112XA
1213,Gainsborough,53.4016,-0.7732,United Kingdom,E01026384,DN212JG
1214,Stamford,52.65600000000001,-0.484,United Kingdom,E01026288,PE91LL
1215,Skegness,53.14,0.34,United Kingdom,E01026093,PE253JS
1216,Sleaford,52.996,-0.413,United Kingdom,E01026227,NG347RS
1217,Louth,53.3669,-0.0061,United Kingdom,E01032986,LN119QA
1218,Bourne,52.7684,-0.3775,United Kingdom,E01026299,PE109ED
1219,North Hykeham,53.1819,-0.5849,United Kingdom,E01026219,LN69QS
